Name,Gender,Location,Description
NYOKA,f,"Literature, African American, Swahili",A name created by Edgar Rice Burroughs for his novel Nyoka The Jungle Girl. ... [more]
NYOKABI,f,Kikuyu (Archaic),"Kikuyus call the maasai ""ukabi"" this was for girls born from this intermarriage meaning she who came from maasai land"
NYONI,f,Swahili,"Swahili feminine name meaning ""bird""."
NYUKI,f,Swahili,"Swahili feminine name meaning ""bee""."
KIMANA,f,"English, Eastern African","Possibly an invented name, an elaboration of Kim with the name suffix -ANA, or a feminine form of KIMANI, or from the name of the town in Kenya.... [more]"
KIMBILIO,m,Swahili,"Swahili masculine name meaning ""refuge""."
KIMELO,m,Nyakyusa,"Means ""seedlings"" in Nyakyusa."
KIMYA,f,Swahili,"Means ""silent"" in Swahili. This is the name of musician Kimya Dawson."
KINAYA,f,Swahili,"Means ""independance"" in Swahili."
KINUBI,m,Swahili,"Swahili masculine name meaning ""harp""."
KIOJAH,f,Swahili,"Means ""miracle"" in Swahili."
OBIRI,m,Eastern African,
ODUOR,m,Luo,"Means ""born in the middle of the night"" in Luo."
OKOTH,m,Luo,"Means ""born during the rainy sea"" in Luo."
OLOL,m,Somali,
OLUOCH,m,Luo,Oluoch came from the word luoch that means mist. If the the baby boy is born during the cold weather with mist he is called Oluoch. That means Oluoch is mist.
ONDIEK,m,Luo,Name given to a male who survives childhood after successive deaths of infants to the parents. This name suggests strength and determination to survive. Ondiek is also the Hyena in the Luo language... [more]
ONESMUS,m,Eastern African,Ugandan variant of ONESIMUS.
KIPEPEO,f,Swahili,"Swahili feminine name meaning ""butterfly""."
KISA,f,Nyakyusa,"Means ""grace"" in Nyakyusa."
KISAKYE,f,Eastern African,
KISIMA,f,Swahili,"Swahili feminine name meaning ""water spring""."
KISSA,f,Ganda (?),"Allegedly a Luganda name meaning ""born after twins""."
KITTAW,m,Amharic,"Means ""tame him"" in Amharic."
KIUME,m,Swahili,"Swahili masculine name meaning ""stamina, strength""."
ORERA,f,"English (Modern, Rare), Spanish, Southern African, Eastern African","Possibly from Spanish or Italian orera meaning, ""aurora."" See also AURORA."
OTIYA,m,"Eastern African, Luo",A luo name given to a male child named after either of his grandparents.
OZORO,f,Eastern African,).
PAMBE,m,"Eastern African, Swahili","Means ""decorated"" in Swahili."
PANYA,f,Swahili,The crowned one.
PASKALIA,f,Swahili,
PAWLOS,m,Amharic,Amharic form of PAUL.
KIURA,m,Kikuyu,"Means ""frog"" in Kikuyu."
KIWARA,f,Swahili,"Swahili feminine name meaning ""savannah""."
KIYA,f,Eastern African,"Allegedly means ""mine"" in Oromo."
KIZZA,m,Ganda,"""born after twins""... [more]"
KOBUGABE,f,Tooro,
KOBURUNGA,f,Tooro,
KOKEBE,m,Amharic,"Means ""my star"" in Amharic."
PETELU,m,Nyakyusa,Nyakyusa form of PETER.
PROSCOVIA,f,"English (African), Eastern African","Meaning uncertain, possibly a form of PARASKEVE. It is mainly used in Uganda."
PROSSY,f,"English (African), Eastern African","Diminutive of PROSCOVIA, mainly used in Uganda."
PUMBAA,m,"Popular Culture, Swahili","Means ""to be foolish, silly, weak-minded, careless, negligent"" in Swahili. This is the name of the warthog in Disney's 'The Lion King' (1994)."
QALANJO,m,Somali,
QAMAAN,m,Somali,"Means ""all"" in Somali."
QORANE,m,Somali,"Means ""writer"" in Somali."
KOKEBI,f,Amharic,"Means ""star"" in Amharic."
KONIJO,f,Amharic,"Means ""beautiful"" in Amharic."
KOVU,m,Swahili,"It's Kiswahili for ""Scar"" and possibly, and is used in the Lion King 2. Kovu was chosen by Scar to become King before Simba returned to Pride Rock. Kovu's Mother Zira almost let Simab kill him when he was just a cub when they were caught in the Pridelands, but Simba told her to take him and leave before departing with his own daughter KIARA... [more]"
KUNYONYWA,m,Nyakyusa,"Means ""you need"" in Nyakyusa."
KURUNZI,m,Swahili,"Swahili masculine name meaning ""torch""."
KUSIIMA,m,"Ganda (Modern), Swahili, Kiga","Means ""thankful"" in Swahili, Kiga, and Ganda."
RAAGE,m,Somali,"Means ""he who delayed at birth"" in Somali."
RAAXO,f,Somali,"Means ""enjoyment, comfort"" in Somali."
RAFIKI,m,"Eastern African, Popular Culture","Means ""friend, comrade"" in Swahili. This Swahili word is derived from Arabic رَفِيق‎ (rafīq) ""companion"" (see RAFIQ). This is the name of the baboon mentor of Simba and Mufasa in the Disney movie 'The Lion King' (1994)."
RAHWA,f,Tigrinya,"Means ""satisfied"" in Tigrinya."
RAILA,m,Luo,"Means ""nettle sting"" in Luo."
RAQIIYAA,f,Somali,Somali form of Raqiya.
RAXMAAN,m,Somali,Somali form of RAHMAN.
KWAMBOKA,f,Gusii,"From Ekegusii tamboka, ""to cross over"""
KWELI,f,Swahili,"Swahili feminine name meaning ""truth""."
KWOTH,m,"African, Nuer",The supreme god of the Nuer (South Sudan) who manifests himself in natural phenomena. They believe he is benign god who protects the poor and the unhappy.
LADAN,f,Somali,"A name that means ""healthy."""
LAHELI,f,Nyakyusa,Nyakyusa form of RACHEL.
LAILATI,f,"Indonesian, Swahili","Derived from Arabic لَيْل (layl) meaning ""night""."
LAMESSA,m,Oromo,"It is spoken by the Oromo people in Ethiopia. The meaning of the name come from Lama; which means two. And Lamessa means ""the second."" It is a name given to a person that comes next to the first born: male or female in the family."
RAXMO,f,Somali,"Means ""kindness"" in Somali."
REABETSWE,f,Somali,"Means ""we have been provided for"" in Sesotho."
REDA,m,Amharic,"Means ""he helped"" in Amharic."
REDIE,m,Amharic,"Means ""my helper"" in Amharic."
REHEMA,f,Eastern African,"Means ""mercy"" in Swahili."
ROMODAN,m,Eastern African,"Eritrean name, which is possibly derived from the Arabic name RAMADAN."
ROOBLE,m,Somali,"A Somali name that means ""rain man"" or ""one who brings rain."" The Somali word roob means ""rain."""
LAMI,m,"Eastern African, Oromo",Means 'nation' in Oromo.
LEBNA,f,Amharic,"Means ""spirit, essence"" in Amharic."
LEENSAA,f,Ethiopian,
LEGESE,m,Amharic,"Means ""he was generous"" in Amharic."
LEGESSE,m,"Eastern African, Amharic","Means ""he offered, he donated, he became generous"" in Amharic."
LELIFTU,f,"Eastern African, Oromo",
LELU,f,"Chinese (Rare), Indonesian (Rare), Eastern African (Rare), Western African (Rare)",
LEMLEM,f,Amharic,
RUA,m,Swahili,used mainly among swahili community for both boys and girls. ... [more]
RUBANI,m,Swahili,A pilot
RUNGO,m,Swahili,The name Rungo has different meaning but they all mean the same thing. It mewns a “”weapon of war”” mostly a “”war club””... [more]
SAARE,m,Tigrinya,"Means ""winner"" in Tigrinya."
SABOLA,m,Yao,"Means ""pepper"" in Yao."
SACIID,m,Somali,Somali form of SAID.
SADAKA,m,Swahili,"Means ""a religious offering"" in Swahili."
LEOR,m,Ethiopian,
LEYLO,f,Somali,Somali form of LEILA.
LIBAN,m,"Arabic, Somali","The name Liban, meaning persevere in ancient arabic is prodominatley used in the northern region of Somalia (now Somaliland). Usually given to boys who are seen as handsome at birth."
LIBIN,f,Somali,"Libin means ""healthy."""
LIHUTI,m,Nyakyusa,Nyakyusa form of ELIUD.
LIIBAAN,m,Somali,"Means ""victory, winning"" in Somali."
LIKANOS,m,"African, Ethiopian",
SADAO,f,Swahili,"Means ""leader"" in Swahili."
SADIKI,m,Swahili,"Means ""believe"" in Swahili."
SADOR,m,"Ethiopian, Literature",Coptic Christian (Ge'ez) word for the piercing on Jesus' ribs by the lancet.... [more]
SADORA,f,"Ethiopian, English (American)","Sador is the Coptic Christian (Ge'ez) word for the piercing on Jesus' ribs by the lancet. Adding an ""a"" at the end feminizes it.... [more]"
SAFARI,f,"Swahili, African",In swahili means journey. used commonly by eastern bantus in kenya. Name given to babies born when traveling or alot of traveling by a relative. Also this name is used to market tourist sites and destination in east africa(kenya)... [more]
SAGAL,f,Somali,A name that derives from the word sagal which means morning rays of the sun during the rainy season.
LINDIMA,m,Nyakyusa,"Means ""tremble, roar"" in Nyakyusa."
LIVIN,m,"Eastern African (?), Indian (?)",
LIYA,f,"Eastern African, Ethiopian",Possibly an Amharic form of LEAH. It is borne by Ethiopian model Liya Kebede (1978-).
LODYA,f,Ganda,
LOOYAAN,m,Somali,"Means ""unconsciously"" in Somali."
LUGANO,m,Kaguru,"Means ""much"" in Chikaguru."
LULIA,f,"Tigrinya, Various","Said to mean ""Diamond"" in Tigrinya. Of Eritrean origin, this name gained some popularity around the world."
SAHRA,f,"Somali, Arabic, German (Modern, Rare), Turkish, English (Modern, Rare)","Literally from Arabic صحراء (ṣaḥrāʾ) meaning ""desert"", though it is actually a variant of ZAHRAH meaning ""flower""."
SAITI,m,Nyakyusa,Nyakyusa form of SAID.
SAKABEJU,f,Nyakyusa,"Means ""potato leaf"" in Nyakyusa."
SAKABWESYE,f,Nyakyusa,"Means ""to win"" in Nyakyusa."
SAKALENGE,f,Nyakyusa,"Means ""made of flowers"" in Nyakyusa."
SAKARIYE,m,Somali,Somali form of ZECHARIAH.
LUSAJO,m,Nyakyusa,"Means ""blessings"" in Nyakyusa."
LUSEKELO,m,Nyakyusa,"Means ""happiness"" in Nyakyusa."
LUTALO,m,Ganda,Famous bearer is Lutalo Muhammad (born 1991) a British taekwondo athlete.
LUTI,f,Nyakyusa,Nyakyusa form of Ruth.
LUUL,m,Somali,
LUULA,f,Somali,
MABIOR,m,"Dinka, African Mythology","Means ""white bull"" in Dinka. The white bull is the most prized and is sought after for sacrifices in celebration."
SALEEBAAN,m,Somali,Somali form of SULAYMAN.
SALUJOJA,f,Nyakyusa,"Means ""of the feathers"" in Nyakyusa."
SALUME,f,Nyakyusa,Nyakyusa form of SALOME.
SAMAKAAB,m,Somali,"Means ""charity"" in Somali."
SAMALASELE,f,Nyakyusa,From the Nyakyusa name for a type of bird.
SAMANYA,f,Kaguru,"Means ""she who is unknown"" in Chikaguru."
SAMATAR,m,Somali,"This Somali name means ""doing good"" or just ""good."""
MABOK,m,Dinka,"Means ""grey bull"" in Dinka."
MABRATU,m,Amharic,"Means ""his lamp"" in Amharic."
MACHAR,m,Dinka,"Means ""black bull"" in Dinka. Black bulls are the second most important for sacrifices."
MADAHA,f,Swahili,"Swahili feminine name meaning ""grace""."
MADHIL,m,Dinka,"Means ""born on the way"" in Dinka. This name is given to a male that’s born on the way, for example while the mother is traveling and gives birth on the way to her destination."
MADIN,m,Dinka,"Means ""speckled bull"" in Dinka."
MADINI,f,Swahili,"Means ""gem"" in Swahili."
SAMIIRO,f,Somali,Somali form of Samira.
SAMORA,m,"Central African, Eastern African",
SAMRAWIT,f,Ethiopian,"Ethiopian name meaning ""belonging to SAMRA""."
SAMUU'EEL,m,Somali,Somali form of SAMUEL.
SAMWELI,m,Swahili,Swahili form of SAMUEL.
SARABI,f,Swahili,"Means ""mirage"" in Swahili"
SARAFINA,f,Swahili,"Apparently means ""bright star"" in Swahili. The name might be best known from the South African musical ""Sarafina!"" Also, the name is often easily confused with the Hebrew name SERAPHINA, but despite looking similar in appearance, both names clearly have completely different etymologies."
MADIT,m,Dinka,"Means ""masculine twin"" in Dinka."
MAGAN,m,Somali,"Means ""protection"" or ""refuge"" in Somali."
MAGAYA,f,Kaguru,"Means ""endurances"" in Chikaguru."
MAGOT,m,Dinka,"Means ""a very long-horned bull"" in Dinka."
MAHAD,m,Somali,"Means ""thanks"" in Somali."
MAHAMED,m,"Arabic, Somali",Variant of MUHAMMAD.
MAHAMOUDOU,m,Eastern African,Mahoran musulman name
SAUTI,f,Swahili,"Swahili feminine name meaning ""voice, noise""."
SCOVIA,f,"English (African), Eastern African","Shortened form of PROSCOVIA, mainly used in Uganda."
SEARE,m,"Ethiopian (Modern, Rare), Eritrean (Modern, Rare)","East African Name, E"
SEBIE,f,Ethiopian,"Meaning ""Autumn""."
SEHIN,f,Amharic,"Means ""incense"" in Amharic."
SEIF,m,"Arabic (Maghrebi), Arabic (Egyptian), Swahili",Maghrebi and Egyptian transcription of SAIF.
SEKARYAAH,m,Somali,Somali form of ZECHARIAH.
MAHREM,m,"African, Ethiopian",The Ethiopian warrior god.
MAHUNDE,f,Tooro,
MAISHA,f,Swahili (Modern),"Means ""life"" in Swahili."
MAIYAH,f,Eastern African,Variant of Maya
MAJANI,f,Swahili,"Swahili feminine name meaning ""leaves (of a plant)""."
MAJOK,m,Dinka,"Means ""black-and-white bull"" in Dinka."
MAKARI,m,Amharic,"Means ""wise man"" in Amharic."
SELAM,f,"Eastern African, Amharic","Means ""peace"" in Amharic."
SELAMAWIT,f,"Amharic, Ethiopian",Amharic form of SHULAMMITE.
SEMEGNE,m,Amharic,"Means ""while I was wishing"" in Amharic."
SEMERE,m,"African, Ethiopian",ethiopian name. meaning Everything goes fine
SEMHAR,f,Tigrinya,"Means ""Eritrean region"" in Tigrinya."
SEMIRA,f,"Amharic, Turkish, Bosnian",Feminine form of SEMIR.
SENAI,m,"Tigrinya, Ethiopian","Means ""gift from Above"" in Tigrinya."
MAKER,m,Dinka,"Means ""white-and-black bull"" in Dinka."
MAKINI,m,Swahili,"Means ""of good character"" or ""strength of character"" in Swahili."
MAKOI,m,Dinka,"Means ""red bull"" in Dinka."
MAKONNEN,m,"Eastern African, Amharic","Means ""nobleman, official, leader"" in Amharic."
MALEK,m,Dinka,"Means ""brown bull"" in Dinka."
MALIJA,f,Nyakyusa,Nyakyusa form of MARIA.
SENYAGWA,m,Kaguru,"Means ""eloquent"" in Chikaguru."
SETUGNE,m,Amharic,"Means ""they gave me"" in Amharic."
SEYNAB,f,Somali,Somali form of ZAYNAB.
SEYOUM,m,Amharic,
SHAADIYYA,f,Somali,Somali form of SHADYA.
SHACBAAN,m,Somali,"Somali form of Sha'ban, the name of the eighth month of the Islamic calendar."
SHANI,f,Swahili,"Means ""wonder"" in Swahili."
MALITH,m,Dinka,Refers to a specific kind of ox in Dinka.
MALIZA,f,Swahili,Accomplished woman
MAMO,m,Ethiopian,This name is often used when the name of the person is unknown. (Compared BUDDY).
MANUTE,m,Dinka,"Means ""special blessing"" in Dinka.... [more]"
MAQDIS,f,Somali,
MARAGARITA,f,Haya,Ruhaya form of MARGARET.
MARIAL,m,Dinka,"This is a historical name of ""Dinka"" people in South Sudan in Africa. The meaning refers to a mixture of beautiful colors of black and white type of a bull. Is a name given to a male child after his mother's bride price was inform of such colored bull... [more]"
SHAREU,m,Amharic,"Means ""God exonerated him"" in Amharic."
SHARIIF,m,Somali,Somali form of SHARIF.
SHARMAARKE,m,Somali,"A name that means ""see no evil"" or ""protect from evil."" The prefix shar- means ""evil."""
SHARMARKE,m,Eastern African,
SHARMARKE,m,Somali,"Variant spelling of SHARMAARKE, used outside of Somalia."
SHEBASHI,m,Amharic,"Means ""thousand by thousand"" in Amharic."
MARIAMU,f,Swahili,Swahili form of MIRIAM.
MARINI,f,Swahili,"Means ""pretty"" in Swahili."
MARIYAMU,f,Haya,Ruhaya form of MARIAM.
MARU,m,Amharic,"Means ""the honey"" in Amharic."
MARYAMA,f,"Arabic (Maghrebi), Somali",Maghrebi and Somali variant of MARYAM.
MARYE,f,Amharic,"Means ""my honey"" in Amharic."
MASFIN,m,Ethiopian,
SHEEKH,m,Somali,Somali form of SHEIKH.
SHERMARKE,m,Somali,"Means ""one who brings good fortune"" in Somali."
SHIDA,m,"Swahili, Persian","The name is originated from Arabic language meaning horrible, suffering, hardness or struggles"
SHUMBUSHO,f,"Rwandan, African",God's consolation. Used both as a family name or a first name.
SIBAGEGE,f,Nyakyusa,"Means ""let matters face you"" in Nyakyusa."
SICIID,m,Somali,Somali form of SAID.
SIFA,m,Swahili,"Means ""Praise"""
MASINGISA,m,Kaguru,"Means ""he who shakes things"" in Chikaguru."
MATAAN,m,Somali,"A name from the Somali word for ""twin."""
MATETE,m,Kaguru,"Means ""finished, completed"" in Chikaguru."
MATEWOS,m,Amharic,Amharic form of MATTHEW.
SILESHI,m,Ethiopian,
SIMERA,f,"Arabic, Amharic, Ethiopian","Means ""good listener"" in Arabic."
SIMO,f,Kaguru,"Means ""story, legend"" in Chikaguru."
SINEDU,f,Eastern African,Ethiopian name.
SINESA,f,Haya (Rare),
SINTAYEHU,f,Ethiopian,"Meaning ""what I have been through"" or ""what I have seen."""
SISAYE,f,Amharic,The feminine form of SISAY.
SITOTA,m,Amharic,"Means ""gift"" in Amharic."
SIYADE,f,Ethiopian,
SIYOUM,m,"Amharic, Ethiopian",Variant of SEYOUM.
SKOLASTIKA,f,"Indonesian, Swahili, Bulgarian, Croatian, Serbian","Indonesian, Swahili, Croatian, Serbian and Bulgarian form of SCHOLASTICA."
SOFUYANIS,m,Ethiopian,
SOLOMONI,m,Nyakyusa,Nyakyusa form of SOLOMON.
SOOYAAN,m,Somali,"Means ""make up"" in Somali."
SUBILAGA,f,Nyakyusa,"Means ""to have patience"" in Nyakyusa."
SUFYAAN,m,Somali,Somali form of SUFIAN.
SUGAAL,m,Somali,"Means ""wait"" in Somali."
SULEEKHA,f,Somali,Somali form of ZULEIKHA.
SULEYMAAN,m,Somali,Somali form of SOLOMON.
SUNGARA,f,Swahili,"Swahili feminine name meaning ""rabbit, hare""."
SUUBBAN,f,Somali,Means “goodbye” in Somali.
SUUBI,f,Eastern African,"Means ""Hope"" in Luganda."
SWALA,f,Swahili,"Swahili feminine name meaning ""antelope""."
SYLIDIO,m,Eastern African,The given name of the Rwandian politician Sylidio Dusabumuremyi who was stabbed to death in September 2019.
TABAN,m,"Somali, Ugandan",
TAFACHI,f,Amharic,"Means ""sweet"" in Amharic."
TAFARRI,m,Amharic,"Means ""one who is respected"" in Amharic."
TAITU,f,Ethiopian,Name of a 19th century Ethiopian empress known for founding the now-capital city of Addis Ababa and fending off Italian invasion of Ethiopia
TAKATIFU,m,Swahili,"Swahili masculine name meaning ""sacred, holy""."
TAKOLA,m,Amharic,"Means ""wolf"" in Amharic."
TAMASGAN,m,Amharic,"Means ""praise"" in Amharic."
TAMBIKA,f,Swahili,"Means ""offering"" in Swahili."
TAMIRAT,m,Amharic,Variant of TAMRAT.
TAMRE,m,Amharic,"Means ""my miracle"" in Amharic."
TAMU,f,Swahili,"Means ""sweet"" in Swahili."
TASFAYE,m,Amharic,"Means ""my promise"" in Amharic."
TASHOME,m,Ethiopian,
TA-TANISHA,f,Swahili,
TATU,m,Swahili,"Means ""three"" in Swahili. It is often given to the third-born child."
TAVAVICH,f,Amharic,Name of the wife of the eighteenth-century Ethiopian emporer.
TCHAKA,m,Amharic,"Means ""forest"" in Amharic."
TEBEGE,m,Amharic,"Means ""he was redeemed"" in Amharic."
TEBIKE,m,Amharic,"Means ""I have waited"" in Amharic."
TEDROS,m,"Amharic, Ge'ez",Variant of TEWODROS.
TEFERI,m,Amharic,Variant of TAFARI.
TENESAYE,f,Amharic,
TERU,f,Ethiopian,"Means ""good"". This name is often combined with other names (TERUWORQ is an example)."
TERUWORQ,f,Amharic,"Means ""good gold"", from a combination of TERU and Worq."
TESAME,f,Amharic,"Means ""you are famous"" in Amharic."
TESFALEM,m,Tigrinya,"Means ""hope of wise man"" in Tigrinya."
TESFALEM,m,Amharic,"Possibly from the Amharic ተስፋ (täsfa) meaning ""hope""."
TESFAMARIAM,m,"Eastern African, Amharic","Means ""hope of Mary"" from Amharic ተስፋ (tasfa) meaning ""hope"" and ማርያም (Mariyami), the Amharic form of Miriam (see MARY)."
TESHALE,m,Amharic,"Means ""he is preferred"" in Amharic."
TESHOME,m,"Eastern African, Amharic","Means ""he was appointed, he was promoted"" in Amharic."
TESIFA,f,Amharic,"Means ""hope"" in Amharic."
